card_id,transaction_dt,score,postcode,UCL
349237491603133,2018-04-01T15:07:01.000Z,261,88346,14809503.6
349254330876970,2017-12-07T04:36:49.000Z,486,16845,15055050.62
349261557797449,2017-12-07T08:07:29.000Z,339,97133,10659195.57
349296639004201,2017-12-11T23:05:10.000Z,529,28774,13435808.47
349612084165104,2017-12-08T04:59:14.000Z,342,25508,14893503.82
349805666286145,2017-09-11T16:05:03.000Z,215,94806,14725794.83
349853936122178,2018-01-01T13:22:54.000Z,679,82450,13021839.73
349880127547980,2017-12-03T16:33:53.000Z,404,48445,12086633.05
349996104851677,2018-04-01T04:35:00.000Z,603,49309,12474196.47
370422335609431,2018-05-01T13:56:23.000Z,211,42351,15008817.95
370582035866789,2018-09-01T07:28:31.000Z,313,13328,13146336.25
370628435959605,2018-11-01T08:37:55.000Z,365,72038,13541458.54
370629034565111,2017-07-03T04:53:42.000Z,458,38317,12558162.79
370702300939151,2017-11-10T04:34:41.000Z,337,13844,16908419.67
370721155581754,2018-03-01T23:18:59.000Z,570,62954,15043220.97
370879584654784,2018-07-01T18:36:27.000Z,635,25676,11775716.97
370885717004636,2018-10-01T13:19:13.000Z,606,75415,13507625.83
371083100098694,2018-12-01T02:11:16.000Z,305,14110,12451919.49
371084325684552,2018-10-01T09:48:33.000Z,205,12760,9605928.77
371085417506954,2018-08-01T19:11:10.000Z,599,49323,14000361.1
371218477158904,2018-05-01T17:27:03.000Z,354,13339,14511009.06
371224213544891,2017-12-11T16:03:49.000Z,122,64862,13323703.55
371618511912743,2018-08-01T01:37:48.000Z,289,21711,12987565.71
371691542552208,2017-12-06T15:21:07.000Z,205,44287,15435916.07
371814781663843,2017-11-03T23:00:32.000Z,308,13364,14311195.38
371829395919892,2018-12-01T17:59:18.000Z,275,16235,14373073.34
371898441547435,2017-11-08T06:09:52.000Z,504,11756,14011038.5
372054744798748,2016-12-02T11:38:44.000Z,277,35062,15418844.07
372058622871109,2018-01-01T13:22:54.000Z,359,57353,14391564.23
372141480922912,2018-07-01T16:51:07.000Z,335,24328,15265678.44
372183631158095,2018-11-01T06:52:35.000Z,519,46371,13990468
372241417069532,2018-04-01T04:35:00.000Z,435,58788,11323593.42
372336918813721,2017-12-04T08:09:38.000Z,637,46170,12946789.22
372347439772378,2017-05-08T16:44:21.000Z,636,21222,11839001.75
372367382019172,2018-11-01T20:55:16.000Z,680,72630,15723796.17
372421833019999,2017-11-12T17:02:10.000Z,669,25880,13128867.81
372473469966484,2018-11-01T06:52:34.000Z,416,26719,11044586.92
372506852785436,2018-10-01T06:17:53.000Z,545,53951,11590484.26
372686692947647,2018-10-01T08:03:13.000Z,517,50669,13814378.45
372761911834379,2018-12-01T21:29:58.000Z,583,84043,15296795.02
372805987499499,2017-12-10T19:12:04.000Z,377,18220,12740740.75
372814055224156,2018-04-01T20:23:01.000Z,608,97624,10942709.51
372836467968905,2017-12-01T10:31:49.000Z,483,16248,14570262.21
372838963275954,2017-12-06T11:50:26.000Z,670,30529,13057267.62
372925786065494,2018-11-01T00:00:00.000Z,264,37150,14252570.61
373010392563786,2018-10-01T18:35:14.000Z,456,76360,14979994.78
373151716385585,2018-11-01T13:53:55.000Z,387,62918,15813431.54
373228713895619,2018-12-01T09:12:37.000Z,602,55613,14730102.11
373290715094723,2017-12-05T11:28:02.000Z,364,40481,12251324.59
373320949356351,2017-12-09T03:36:19.000Z,502,97494,12837789.81
373392918838641,2018-06-01T07:29:44.000Z,403,66520,14672507.97
373612925758575,2017-06-09T08:54:48.000Z,270,14748,14166404.41
373617064497930,2017-12-05T02:41:21.000Z,413,77473,13551037.4
373684651927585,2018-12-01T10:57:57.000Z,507,13833,14831716.21
373748808330229,2017-12-04T09:54:58.000Z,685,13368,13112498.13
373848247566260,2018-11-01T13:53:55.000Z,661,15693,12860252.9
373862770187010,2017-11-11T20:45:08.000Z,645,59456,11832641.19
373866218194240,2018-11-01T15:39:15.000Z,351,63014,13659152.1
373985910177356,2017-12-06T20:37:07.000Z,255,56029,15009700.52
374169325578072,2017-11-06T23:33:06.000Z,317,15532,13512112.14
374174065094615,2018-11-01T17:24:36.000Z,399,62006,15415912.93
374402729392753,2018-07-01T16:51:07.000Z,682,35477,12543154.57
374412866126488,2018-10-01T13:19:13.000Z,578,27844,16123410.98
374437449333250,2017-12-04T11:40:18.000Z,484,98637,11476019.29
374543818590344,2018-11-01T01:36:34.000Z,653,15721,16306806.47
374693639484635,2017-12-01T10:31:48.000Z,621,87753,12720286.86
374878208630443,2018-04-01T22:08:21.000Z,694,12747,14473690.98
374903724341206,2018-08-01T20:56:30.000Z,672,40940,10918499.78
374912246967863,2018-12-01T16:13:57.000Z,236,79788,12943046.83
375195928849516,2018-09-01T10:59:11.000Z,699,52738,13690765.34
375372047396189,2017-06-09T22:57:29.000Z,553,38486,13640545.97
375444037491963,2018-11-01T03:21:54.000Z,596,75642,15190342.69
375481506730356,2017-10-11T00:51:44.000Z,433,43981,12637825.65
375488312719892,2018-09-01T21:31:12.000Z,435,36776,6728108.92
375534319569687,2018-02-01T15:42:57.000Z,224,77566,12796862.97
375592272607440,2018-12-01T05:41:57.000Z,615,70513,13355150.86
375649710331114,2017-11-02T06:48:52.000Z,513,54546,14483473.23
375667514735949,2017-11-08T06:09:53.000Z,700,28515,12610628.87
375771346371172,2018-04-01T02:49:40.000Z,439,46946,14824362.85
375773536539674,2018-09-01T09:13:50.000Z,322,19310,12113640.01
375806375521605,2018-02-01T01:40:15.000Z,377,68833,10939434.64
375808802792172,2018-12-01T07:27:16.000Z,339,16820,13381947.24
375956299108731,2017-12-04T20:27:00.000Z,371,74734,17409473.34
375969750295919,2017-12-12T19:22:12.000Z,572,42406,13248880.62
376076338645785,2018-11-01T20:55:15.000Z,656,96068,14995744.46
376180978100967,2017-12-12T17:36:52.000Z,293,58416,14527266.21
376210072577823,2018-12-01T05:41:56.000Z,551,88101,13588225.62
376211080814409,2018-11-01T13:53:55.000Z,671,63540,13180464.36
376260154282959,2018-08-01T20:56:29.000Z,605,83283,14368622.45
376334412974395,2018-12-01T23:15:18.000Z,596,22644,16381151.06
376469384160903,2017-12-08T22:32:36.000Z,473,50527,12972208.63
376520514966301,2018-01-01T15:08:14.000Z,411,97753,14375380.53
376529531057128,2018-10-01T04:32:32.000Z,429,62884,14509622.19
376581225375047,2018-09-01T09:13:50.000Z,300,52202,12719190.16
376587801816518,2018-10-01T16:49:54.000Z,235,13666,16835684.35
376842032685065,2018-12-01T16:13:57.000Z,293,59632,14844790.77
376969719175819,2018-09-01T09:13:51.000Z,417,18087,12715240.75
377003731690040,2018-08-01T20:56:30.000Z,526,16373,14806079.93
377021038366997,2018-10-01T01:01:52.000Z,440,36023,16448837.25
377037030364630,2018-11-01T08:37:54.000Z,677,38941,11833150.94
377043496392846,2017-12-03T11:17:53.000Z,637,71721,11953324.06
377201318164757,2017-11-11T15:29:06.000Z,432,65688,13614432.79
377222990760284,2018-07-01T20:21:47.000Z,696,49838,9532208.21
377234269263566,2018-03-01T05:45:37.000Z,230,13142,13419622.15
377354648727422,2018-11-01T13:53:55.000Z,208,16261,11709244.95
377397851510379,2018-11-02T00:00:00.000Z,256,56149,13613354.64
377418186450108,2017-11-04T12:50:56.000Z,698,28544,13231979.43
377486478316529,2018-07-01T23:52:27.000Z,493,78543,12268510.97
377594552158576,2018-01-01T20:24:14.000Z,697,23827,13650004.75
377613757081026,2018-05-01T01:39:02.000Z,317,74745,13976864.65
377705276225880,2018-03-01T02:14:58.000Z,671,13807,9220465.87
377718993122068,2018-01-02T08:29:19.000Z,587,58313,13672814.23
377733163286178,2018-01-02T04:58:38.000Z,364,95988,13153589.43
377784820509467,2017-11-09T13:33:38.000Z,283,75681,13558628.23
377957853699361,2018-06-01T07:29:44.000Z,215,69219,16052726.57
377990229586573,2018-07-01T06:19:05.000Z,263,77301,12851805.69
378001698534979,2018-12-01T09:12:37.000Z,533,51333,10906245.75
378106661052189,2017-11-04T05:49:36.000Z,514,44452,14097751.99
378118026791597,2018-09-01T10:59:10.000Z,570,29056,10217100.96
378297007468342,2018-12-01T03:56:36.000Z,270,14449,13359897.82
378303738095292,2018-06-01T14:31:05.000Z,225,41778,13885882.69
378481270884534,2018-12-01T16:13:58.000Z,392,73002,12728432.65
378586484293754,2017-12-01T10:31:49.000Z,337,31806,11616199.82
378660569352349,2018-12-01T23:15:18.000Z,365,83809,15583729.89
378769096633923,2018-11-01T05:07:15.000Z,700,38315,13827211.53
378827123583890,2018-05-01T03:24:22.000Z,683,32544,14965456.21
378868585264501,2018-05-01T19:12:23.000Z,531,41843,13560524.44
378891785991946,2018-07-01T11:35:06.000Z,258,99116,11747973.02
379321864695232,2018-03-01T00:29:37.000Z,297,98837,14215840.56
379415836364353,2018-10-01T22:05:54.000Z,183,99771,11598392.35
379517887742356,2017-09-02T00:23:27.000Z,322,42151,13022627.38
379878435064856,2018-12-01T19:44:38.000Z,523,72338,14143615.94
379899578891759,2018-05-01T20:57:43.000Z,529,36373,15177522.49
379937613248507,2017-12-12T22:52:53.000Z,253,52222,11786464.93
4006877360909029,2018-10-01T20:20:33.000Z,581,72442,14745489.35
4008296976913457,2018-08-01T19:11:09.000Z,388,18444,13232909.21
4009218272111551,2018-11-01T22:40:36.000Z,546,30175,9908630.09
4.01124E+15,2018-11-01T12:08:35.000Z,625,18466,14029487.94
4011531994939208,2017-11-06T23:33:06.000Z,467,33930,16514781.31
4021208445551712,2018-09-01T16:15:11.000Z,560,19936,13094695.52
4.02142E+15,2017-12-12T12:20:51.000Z,363,23426,14086432.93
4027850798795885,2018-09-01T07:28:30.000Z,602,28635,12805682.52
4028859415910917,2017-12-02T19:40:55.000Z,651,15665,13894521.09
4.0301E+15,2018-12-01T00:25:56.000Z,554,16048,14103324.84
4.03323E+15,2018-12-01T17:59:18.000Z,325,16334,12913474.19
4.03908E+15,2018-01-02T08:29:19.000Z,604,65047,12437196.71
4.03914E+15,2018-07-01T18:36:27.000Z,436,38580,15271615.72
4045078988883281,2017-12-05T00:56:01.000Z,654,56552,11879882.18
4045133934926419,2018-09-01T19:45:52.000Z,262,36584,15437741.45
4050557898062336,2018-12-01T19:44:38.000Z,697,48805,10480419.64
4051600947391295,2018-11-01T19:09:55.000Z,587,12136,13610304.66
4062043784513308,2017-11-03T00:11:10.000Z,593,18066,14257587.64
4067184730430984,2018-06-01T19:47:05.000Z,544,19355,13615978.85
4070564266205733,2018-02-01T17:28:16.000Z,525,13645,12989995.84
4073709180959249,2018-11-01T01:36:34.000Z,471,97635,15503582.97
4085635107331269,2017-08-09T08:18:52.000Z,383,48049,14552895.8
4086891241655308,2018-11-01T06:52:35.000Z,542,54530,14446021.92
4089315597535812,2017-12-10T20:57:24.000Z,209,39149,12768144.51
4091570463205389,2018-01-01T09:52:13.000Z,362,55316,15179697.52
4.09717E+15,2018-12-01T02:11:16.000Z,472,63043,13238479.93
4098144244471133,2017-12-09T01:51:00.000Z,671,52156,8538719.56
4100605044414693,2018-01-02T03:13:18.000Z,594,28777,12328028.03
4.10596E+15,2018-10-01T04:32:32.000Z,556,65663,13944530.75
4111070898318473,2018-12-01T19:44:38.000Z,301,46562,16123903.19
4115056128951163,2018-08-01T17:25:49.000Z,331,79364,13541663.16
4115747122253792,2017-11-03T03:41:50.000Z,272,64788,10311685.99
4.11734E+15,2018-11-01T13:53:54.000Z,204,14571,15625284.19
4117959128633814,2017-11-05T23:10:41.000Z,560,49713,12991317.13
4126356979547079,2017-10-11T13:09:05.000Z,345,54103,14944025.08
4126467922316957,2018-12-01T09:12:36.000Z,428,11692,15183065.45
4131793751981733,2018-09-01T10:59:11.000Z,288,18435,12710205.34
4132381122041426,2018-10-01T15:04:33.000Z,202,19006,12670614.08
4138903387323464,2018-03-01T07:30:58.000Z,517,12492,10289985.34
4.14079E+15,2018-12-01T00:25:55.000Z,433,12156,13912059.51
4153668574256617,2018-11-01T22:40:36.000Z,538,45896,12809892.01
4173451524840806,2017-12-02T14:24:55.000Z,432,39044,14364587.02
4174085648252388,2018-12-01T10:57:57.000Z,411,76640,14310078.11
4178442333576645,2017-11-06T16:31:45.000Z,397,33847,13048494.35
4181156753111775,2018-11-02T00:00:00.000Z,447,61276,13569598.48
4193928740720868,2018-10-01T18:35:14.000Z,282,96784,10484641.07
4195856958700454,2018-07-01T18:36:27.000Z,575,62844,15905620.5
4199381723922453,2017-10-12T21:43:28.000Z,599,26404,15735345.23
4206756012407095,2018-10-01T15:04:33.000Z,315,48203,10750319.33
4.22916E+15,2017-11-04T11:05:36.000Z,700,45894,14510556.03
4231338218414164,2018-11-01T03:21:54.000Z,338,74360,13479331.4
4232502178358286,2017-08-04T19:53:31.000Z,531,19480,13788979.08
4.23475E+15,2017-10-12T07:40:47.000Z,650,12192,15997005.69
4237648081700588,2018-12-01T07:27:17.000Z,399,52171,12965910.75
4244926541901207,2017-10-12T00:39:27.000Z,306,35751,13797481.47
4247253910869262,2017-10-07T10:28:46.000Z,231,27827,12125361.25
4250028739827574,2018-05-01T08:40:22.000Z,420,88027,14763314
4254473646841464,2017-10-11T21:55:46.000Z,555,39751,14277088.99
4256656637307408,2018-12-01T23:15:18.000Z,623,88046,11609731.7
4260601646597395,2018-11-01T17:24:36.000Z,226,19041,12994660.13
4264553579186587,2018-01-01T06:21:34.000Z,504,50424,16337910.24
4265829080716842,2018-12-01T03:56:36.000Z,441,33767,14226729.18
4282522991228333,2017-12-05T00:56:00.000Z,316,41146,15160994.96
4284040060392011,2017-05-04T12:53:24.000Z,434,49318,10346038.69
4292753090004543,2017-09-11T02:02:21.000Z,201,70774,13789872.78
4294314313531701,2018-03-01T14:32:18.000Z,497,57540,10499312.25
4296140634812134,2017-12-06T15:21:07.000Z,695,10914,14295575.37
4302943998655086,2018-12-01T14:28:38.000Z,274,36587,8508748.33
4311293461014703,2017-10-08T07:20:31.000Z,230,65479,13522472.86
4311319523314086,2018-12-01T16:13:57.000Z,206,27359,14322002.58
4311357000935759,2017-12-02T09:08:54.000Z,596,49253,14858499.69
4314008605559737,2018-06-01T14:31:05.000Z,414,95697,15051548.11
4318541450654035,2018-09-01T10:59:11.000Z,381,16335,16585271.36
4339485975491777,2018-09-01T00:27:09.000Z,573,74034,15723536.8
4341905447284548,2018-12-01T02:11:16.000Z,444,71726,12873427.14
4353614029446427,2018-10-01T23:51:13.000Z,219,15311,15194594.57
4356201405998945,2018-09-01T23:16:31.000Z,600,77449,13922478.39
4365071287938445,2018-10-01T22:05:54.000Z,652,56678,13361665.29
4367125470626536,2017-12-11T00:15:48.000Z,408,76401,13374988.85
4367947038866522,2018-12-01T23:15:18.000Z,424,12787,14094734.7
4368575988240338,2017-07-01T09:23:39.000Z,460,87083,14401639.12
4373464339970856,2018-12-01T02:11:16.000Z,379,74056,14345039.56
4380357644954006,2018-11-01T15:39:15.000Z,689,98953,12522106.07
4.38522E+15,2018-04-01T11:36:20.000Z,503,25917,13926463.11
4389973676463558,2017-11-08T13:11:13.000Z,400,72475,14027983
4396925462537418,2018-03-01T16:17:39.000Z,465,19503,11170086.24
4397207630424731,2018-12-01T09:12:36.000Z,427,40492,14953421.41
4403085735771756,2018-09-01T03:57:50.000Z,531,86445,15497866.15
4403177363738387,2018-09-01T23:16:32.000Z,487,72515,13742836.03
4404471645429439,2018-10-01T08:03:13.000Z,606,39144,11901112.93
4405971677755493,2018-11-01T08:37:55.000Z,221,57538,14388892.72
4407230633003235,2018-05-01T22:43:03.000Z,567,41175,11573240.56
4407880230914463,2017-11-02T15:35:32.000Z,417,16110,16314798.43
4411296946890133,2018-01-01T02:50:53.000Z,669,49050,13893484.39
4411472198246163,2018-12-01T10:57:57.000Z,629,13660,13918071.63
4416533767867617,2018-11-01T10:23:15.000Z,379,72354,12211157.63
4417800058722945,2018-09-01T23:16:31.000Z,469,86514,14216218.57
4418227862530505,2017-12-02T12:39:35.000Z,318,99769,14744406.99
4439501833420177,2018-10-01T09:48:33.000Z,517,77967,14179464.36
4442008377066882,2018-04-01T20:23:01.000Z,396,53191,13182307.18
4442710124832652,2018-09-01T10:59:11.000Z,610,26062,14202275.33
4443977873814533,2018-04-01T09:51:00.000Z,679,34201,11268966.61
4.44575E+15,2018-10-01T23:51:14.000Z,398,41268,12933369.14
4446163202068268,2018-04-01T23:53:41.000Z,538,25118,14418353.19
4.45445E+15,2018-08-01T12:09:49.000Z,288,99566,12706974.33
4464704466589056,2018-10-01T23:51:13.000Z,206,28364,12460318.15
4474098233418402,2018-12-01T17:59:18.000Z,496,88341,12971365.69
4482511371042362,2017-12-12T21:07:33.000Z,578,96760,13625698.97
4.48495E+15,2018-10-01T08:03:13.000Z,462,13324,12772424.11
4492848090158931,2017-12-07T04:36:49.000Z,540,84038,14101236.77
4492996315795951,2018-12-01T02:11:16.000Z,689,64079,13966388.91
4496946612224474,2018-12-01T10:57:57.000Z,482,63039,10137768.99
4.49747E+15,2018-12-01T23:15:18.000Z,372,17568,13923146.72
4499265864169049,2018-09-01T03:57:50.000Z,234,57621,14396690.76
4500499651579063,2018-03-01T00:29:37.000Z,683,92307,13488372.79
4502008970767222,2018-12-01T12:43:17.000Z,657,50140,13231099.13
4502225944209756,2018-07-01T23:52:27.000Z,659,74039,12693104.89
4514530683854555,2018-12-01T19:44:38.000Z,271,26615,16175449.6
4519377299387785,2018-11-01T22:40:35.000Z,377,59032,13098322.82
4529705382194205,2018-11-01T13:53:55.000Z,398,28139,15771320.31
4530469269316897,2017-09-09T05:22:54.000Z,226,93562,12324362.65
4534262093720095,2018-12-01T03:56:37.000Z,631,76685,10875979.9
4535465474161925,2018-02-01T15:42:56.000Z,434,29166,13628508.66
4538028393235712,2018-07-01T11:35:07.000Z,221,18059,13376284.86
4.53974E+15,2018-10-01T11:33:53.000Z,400,87322,14972866.24
4540807128933493,2018-04-01T16:52:20.000Z,296,87068,13131066.87
4544221210442486,2018-08-01T06:53:48.000Z,319,35478,13725709.1
4544901336867068,2018-07-01T16:51:07.000Z,603,28451,13970774.3
4546430394425179,2018-02-01T10:26:55.000Z,425,22546,11990018.47
4.54981E+15,2018-01-02T06:43:58.000Z,404,57661,12987932.04
4552141762363568,2018-12-01T10:57:57.000Z,663,47003,8158334.23
4553555943291845,2018-01-01T11:37:33.000Z,677,92277,12667449.1
4566853351752365,2017-03-04T20:30:40.000Z,577,77831,15066035.2
